Price Effective Date,Month,Hour,Delivery - Weekday EEC,Delivery - Weekend/Holiday EEC,SCE Gen - Weekday EEC,SCE Gen - Weekend/Holiday EEC
2026,4,13,0.00028,0.00005,0.00406,0.00072
2026,4,14,0.00029,0.00005,0.00144,0
2026,4,15,0.00027,0.00005,0.0006,0
2026,4,16,0.00024,0.00003,0.00012,0
2026,4,17,0.00019,0.00003,0.00076,0
2026,4,18,0.00018,0.00006,0.00457,0.00263
2026,4,19,0.00082,0.00071,0.07258,0.06767
2026,4,20,0.00086,0.00087,0.07237,0.07736
2026,4,21,0.00089,0.00079,0.07161,0.06568
2026,4,22,0.00088,0.00078,0.07015,0.06656
2026,4,23,0.00078,0.00072,0.06757,0.06521
2026,4,24,0.00078,0.0007,0.07373,0.06731
2026,5,1,0.00077,0.00068,0.07621,0.06705
2026,5,2,0.00072,0.00068,0.07221,0.06866
2026,5,3,0.00075,0.00077,0.07472,0.07831
2026,5,4,0.00079,0.00077,0.07976,0.07783
2026,5,5,0.00079,0.00074,0.07924,0.07516
2026,5,6,0.00072,0.00067,0.07309,0.06826
2026,5,7,0.00065,0.00066,0.06531,0.06573
2026,5,8,0.00069,0.00034,0.0611,0.03146
2026,5,9,0.00041,0.00008,0.02133,0.00432
2026,5,10,0.00038,0.00006,0.01181,0.00446
2026,5,11,0.00043,0.00006,0.01295,0.00421
2026,5,12,0.00042,0.00009,0.0098,0.00491
2026,5,13,0.00043,0.00009,0.00932,0.00444
2026,5,14,0.00052,0.0001,0.0103,0.00379
2026,5,15,0.00048,0.00006,0.00875,0
2026,5,16,0.00039,0.00005,0.00834,0
2026,5,17,0.00035,0.00005,0.01127,0
2026,5,18,0.00048,0.00005,0.03159,0.00063
2026,5,19,0.00091,0.00061,0.07927,0.05629
2026,5,20,0.00098,0.00088,0.08451,0.0827
2026,5,21,0.00092,0.00085,0.07373,0.07562
2026,5,22,0.00091,0.00083,0.07217,0.07347
2026,5,23,0.00082,0.00078,0.07353,0.07335
2026,5,24,0.00078,0.00076,0.07461,0.07479
2026,6,1,0.00085,0.00076,0.07427,0.07031
2026,6,2,0.00081,0.0007,0.07222,0.06827
2026,6,3,0.00077,0.0007,0.06919,0.06828
2026,6,4,0.00079,0.00069,0.07237,0.06865
2026,6,5,0.00076,0.00066,0.07009,0.06591
2026,6,6,0.00074,0.00074,0.06909,0.08199
2026,6,7,0.00076,0.00069,0.06528,0.06814
2026,6,8,0.00086,0.0006,0.05961,0.05629
2026,6,9,0.00086,0.00022,0.04139,0.01743
2026,6,10,0.00095,0.00018,0.03476,0.01292
2026,6,11,0.00108,0.00025,0.03273,0.01737
2026,6,12,0.00125,0.0002,0.02824,0.01101
2026,6,13,0.00146,0.00023,0.02788,0.012
2026,6,14,0.00192,0.0003,0.02877,0.0068
2026,6,15,0.00263,0.00048,0.03277,0.00857
2026,6,16,0.0032,0.00053,0.02725,0.00873
2026,6,17,0.00354,0.00057,0.03061,0.00959
2026,6,18,0.00365,0.0008,0.04289,0.02077
2026,6,19,0.00357,0.00122,0.08514,0.06927
2026,6,20,0.00248,0.00127,0.08748,0.09231
2026,6,21,0.00207,0.0011,0.08337,0.07994
2026,6,22,0.00196,0.00102,0.08003,0.07585
2026,6,23,0.00131,0.00089,0.0748,0.07518
2026,6,24,0.00093,0.00076,0.06918,0.07128
2026,7,1,0.00083,0.00086,0.07089,0.07727
2026,7,2,0.0008,0.00077,0.07147,0.07137
2026,7,3,0.00075,0.00073,0.06871,0.06898
2026,7,4,0.00075,0.00072,0.06955,0.06884
2026,7,5,0.00071,0.00069,0.06699,0.06644
2026,7,6,0.00071,0.0007,0.06689,0.06716
2026,7,7,0.00079,0.00068,0.06985,0.0636
2026,7,8,0.00092,0.00069,0.06653,0.06073
2026,7,9,0.00107,0.00037,0.06333,0.02433
2026,7,10,0.00112,0.00038,0.05654,0.02412
2026,7,11,0.00123,0.00045,0.05764,0.02609
2026,7,12,0.00131,0.00046,0.05546,0.02192
2026,7,13,0.00139,0.00057,0.05134,0.02431
2026,7,14,0.04318,0.00084,0.04722,0.02539
2026,7,15,0.13045,0.08827,0.04699,0.01963
2026,7,16,0.17749,0.09143,0.0492,0.02345
2026,7,17,0.18122,0.09316,0.04759,0.02348
2026,7,18,0.2233,0.09339,0.06036,0.04261
2026,7,19,0.13618,0.08955,0.09592,0.09144
2026,7,20,0.12972,0.00195,0.1048,0.11126
2026,7,21,0.00211,0.00171,0.09093,0.09711
2026,7,22,0.00195,0.00144,0.08159,0.07804
2026,7,23,0.00133,0.00107,0.07863,0.07621
2026,7,24,0.00097,0.00088,0.07263,0.07323
2026,8,1,0.001,0.00094,0.08573,0.08458
2026,8,2,0.00095,0.00088,0.08714,0.08303
2026,8,3,0.00091,0.00088,0.08406,0.08487
2026,8,4,0.00086,0.0008,0.08064,0.07837
2026,8,5,0.00084,0.00077,0.08031,0.07569
2026,8,6,0.00085,0.00078,0.08073,0.07578
2026,8,7,0.00089,0.00072,0.07724,0.07001
2026,8,8,0.00097,0.00063,0.06857,0.05921
2026,8,9,0.00108,0.00047,0.06213,0.04172
2026,8,10,0.00123,0.00043,0.06102,0.03828
2026,8,11,0.00138,0.00046,0.06077,0.03784
2026,8,12,0.00154,0.00051,0.0602,0.03793
2026,8,13,0.0017,0.0007,0.06014,0.03476
2026,8,14,0.00223,0.00119,0.0599,0.03441
2026,8,15,0.07929,0.00235,0.06017,0.03468
2026,8,16,0.23596,0.00379,0.06356,0.04136
2026,8,17,0.31621,0.00444,0.07635,0.05622
2026,8,18,0.31759,0.0048,0.82965,0.87035
2026,8,19,0.1996,0.00474,0.86654,0.92451
2026,8,20,0.0807,0.0029,0.89396,0.94365
2026,8,21,0.04037,0.00212,0.97699,1.01897
2026,8,22,0.00231,0.00166,0.8752,0.93357
2026,8,23,0.00148,0.00116,0.86581,0.92487
2026,8,24,0.0011,0.00096,0.08786,0.08664
2026,9,1,0.00094,0.00085,0.08864,0.07814
2026,9,2,0.00092,0.00085,0.08654,0.08101
2026,9,3,0.00088,0.00084,0.08503,0.07928
2026,9,4,0.00084,0.0008,0.08147,0.07573
2026,9,5,0.00083,0.00078,0.08029,0.0748
2026,9,6,0.00086,0.00078,0.08308,0.07473
2026,9,7,0.00087,0.00077,0.08058,0.07266
2026,9,8,0.00086,0.00067,0.06757,0.05987
2026,9,9,0.00091,0.00045,0.06045,0.03549
2026,9,10,0.00102,0.00035,0.05654,0.02312
2026,9,11,0.00117,0.00036,0.05456,0.02013
2026,9,12,0.00131,0.0004,0.0543,0.01932
2026,9,13,0.00148,0.00044,0.05412,0.01646
2026,9,14,0.00184,0.00071,0.05407,0.01845
2026,9,15,0.00224,0.00112,0.05152,0.02258
2026,9,16,0.00237,0.00145,0.05117,0.02524
2026,9,17,0.0024,0.08218,0.06778,0.0422
2026,9,18,0.00232,0.08265,0.13127,0.12062
2026,9,19,0.00222,0.00219,0.45009,0.52164
2026,9,20,0.00202,0.00171,0.58215,0.67898
2026,9,21,0.00186,0.00151,0.31015,0.34054
2026,9,22,0.00162,0.00146,0.15004,0.16143
2026,9,23,0.00129,0.00118,0.14937,0.16186
2026,9,24,0.00107,0.00097,0.09436,0.09105
2026,10,1,0.00088,0.0008,0.08527,0.07787
2026,10,2,0.00088,0.00079,0.08586,0.07879
2026,10,3,0.00084,0.00076,0.08258,0.07537
2026,10,4,0.0008,0.00076,0.07852,0.07603
2026,10,5,0.00079,0.00074,0.07849,0.07446
2026,10,6,0.00079,0.00074,0.07853,0.07368
2026,10,7,0.00087,0.00071,0.08271,0.07137
2026,10,8,0.00085,0.00064,0.07281,0.06422
2026,10,9,0.00088,0.00046,0.06293,0.04277
2026,10,10,0.00093,0.00023,0.05727,0.02085
2026,10,11,0.00102,0.00023,0.05614,0.02084
2026,10,12,0.00111,0.00027,0.05442,0.02013
2026,10,13,0.00122,0.0003,0.05374,0.01978
2026,10,14,0.00138,0.00038,0.05313,0.01889
2026,10,15,0.0016,0.00062,0.05277,0.02042
2026,10,16,0.00168,0.00085,0.0525,0.02148
2026,10,17,0.00175,0.00106,0.05819,0.03741
2026,10,18,0.00192,0.00141,0.08839,0.07838
2026,10,19,0.00183,0.00138,0.0912,0.08081
2026,10,20,0.00167,0.00136,0.08872,0.07956
2026,10,21,0.00151,0.00125,0.08499,0.07826
2026,10,22,0.00143,0.00117,0.08048,0.076
2026,10,23,0.00117,0.00108,0.08696,0.08774
2026,10,24,0.00097,0.00088,0.08783,0.08216
2026,11,1,0.0008,0.00076,0.08279,0.07936
2026,11,2,0.00079,0.00073,0.0815,0.07657
2026,11,3,0.00078,0.00072,0.07972,0.07502
2026,11,4,0.00077,0.00072,0.0786,0.07441
2026,11,5,0.0008,0.00072,0.08267,0.07548
2026,11,6,0.00083,0.00074,0.08442,0.07667
2026,11,7,0.00084,0.00078,0.08081,0.07669
2026,11,8,0.00083,0.00063,0.07153,0.0567
2026,11,9,0.0008,0.00053,0.06159,0.03805
2026,11,10,0.00084,0.0005,0.05891,0.02964
2026,11,11,0.00086,0.00053,0.05664,0.0274
2026,11,12,0.00089,0.00056,0.05425,0.02491
2026,11,13,0.00096,0.00069,0.0532,0.02378
2026,11,14,0.00103,0.00081,0.0479,0.02133
2026,11,15,0.00114,0.00094,0.04981,0.02112
2026,11,16,0.00128,0.00123,0.06282,0.04147
2026,11,17,0.00152,0.00161,0.08951,0.07723
2026,11,18,0.00155,0.00147,0.09214,0.0872
2026,11,19,0.00161,0.00131,0.08636,0.08289
2026,11,20,0.00143,0.00123,0.08421,0.07986
2026,11,21,0.00132,0.00123,0.08304,0.07818
2026,11,22,0.00115,0.001,0.08498,0.07781
2026,11,23,0.00092,0.00087,0.08574,0.08235
2026,11,24,0.00085,0.00077,0.08877,0.0785
2026,12,1,0.00084,0.00079,0.08493,0.07891
2026,12,2,0.00082,0.00078,0.08319,0.07734
2026,12,3,0.0008,0.00074,0.0801,0.07382
2026,12,4,0.00079,0.00071,0.08073,0.0701
2026,12,5,0.00081,0.0007,0.0828,0.06914
2026,12,6,0.00083,0.00072,0.08532,0.07105
2026,12,7,0.00091,0.00075,0.09512,0.07406
2026,12,8,0.00086,0.00066,0.07941,0.06426
2026,12,9,0.0008,0.00046,0.07038,0.04202
2026,12,10,0.00076,0.00027,0.06626,0.02193
2026,12,11,0.00073,0.00022,0.06399,0.02079
2026,12,12,0.00069,0.00022,0.0604,0.01893
2026,12,13,0.00065,0.00022,0.05663,0.02014
2026,12,14,0.00065,0.00016,0.05703,0.01449
2026,12,15,0.00063,0.00015,0.05615,0.01388
2026,12,16,0.00072,0.0004,0.06664,0.04013
2026,12,17,0.00098,0.00079,0.09085,0.08037
2026,12,18,0.00109,0.00096,0.09562,0.08552
2026,12,19,0.00131,0.00116,0.09492,0.08341
2026,12,20,0.0013,0.00113,0.08795,0.07934
2026,12,21,0.00119,0.00104,0.08672,0.07815
2026,12,22,0.00111,0.00091,0.08632,0.07355
2026,12,23,0.00098,0.00082,0.08783,0.07482
2026,12,24,0.00089,0.00073,0.0881,0.0738
